filename,width,height,class,xmin,ymin,xmax,ymax
fake_930_jpg.rf.d16503c508cfdddce7923dcd4590729b.jpg,416,416,Fake,47,0,358,331
fake_3567_jpg.rf.d146b30fcc082008227241b639b31653.jpg,416,416,Fake,97,74,300,319
real_3133_jpg.rf.d15e360832fa6b21d99932c441d5fbe7.jpg,416,416,Real,97,51,354,338
fake_713_jpg.rf.d172e2e8dc2e897f16edbcbfac75f3a6.jpg,416,416,Fake,76,25,314,317
real_28_jpg.rf.d1579282a3101bc95a449845a42009f7.jpg,416,416,Real,0,0,416,416
fake_1987_jpg.rf.d16ea4c15931c80ed3f99db589ae9370.jpg,416,416,Fake,76,0,416,337
real_1765_jpg.rf.d17e560191b7fe08030e6bc953ddf54f.jpg,416,416,Real,132,71,356,290
fake_778_jpg.rf.d17e1fd68dfd62fb4a4970a0a0fc7bc1.jpg,416,416,Fake,51,0,330,341
real_1697_jpg.rf.d18889fa1bbf930593fffd71197fb816.jpg,416,416,Real,94,60,311,320
real_1769-Kopya-10-_jpg.rf.d17cc4dedaa2278a052017aa461e93cd.jpg,416,416,Real,110,40,359,346
fake_336_jpg.rf.d17ee5d51fb6e5aa109541df268f92e4.jpg,416,416,Fake,109,80,318,312
fake_1948_jpg.rf.d186450aa1ccbd36eafe4fd31a7dc6c4.jpg,416,416,Fake,67,0,337,330
real_2290_jpg.rf.d17f58a14f1fadeedc4a949ed18ca065.jpg,416,416,Real,94,66,340,358
fake_1124_jpg.rf.d19170c3ecba1ca09a2d0d8315133e49.jpg,416,416,Fake,0,0,388,376
real_3717_jpg.rf.d19b45fe7286afbdc2676c07252de85d.jpg,416,416,Real,111,100,282,320
real_3057_jpg.rf.d18b60fa8499a04bf1b1cb54fa47a91a.jpg,416,416,Real,112,73,291,335
real_2621_jpg.rf.d19bfab7d92e29f8ad3e978007fda7b5.jpg,416,416,Real,84,20,319,286
real_2539_jpg.rf.d1a7e8594d58dd1305eb2422cae030df.jpg,416,416,Real,116,126,262,314
fake_2552_jpg.rf.d18e57ba21e028f73bf407b16cfc1b5c.jpg,416,416,Fake,95,35,312,322
fake_2962_jpg.rf.d19c5ef3f9420e49ff2a59c4f7fb55d1.jpg,416,416,Fake,64,50,303,320
real_1658_jpg.rf.d1a604eb52fd3e702a023cb559d1c0ae.jpg,416,416,Real,66,60,315,316
fake_1416_jpg.rf.d1ad8bd5deaf8a492be11fdaaa90bf8a.jpg,416,416,Fake,60,0,355,305
real_1967_jpg.rf.d1b5d593d4b4e1835eb8d742c425f819.jpg,416,416,Real,71,38,312,316
fake_2051_jpg.rf.d1adb00591a5fec7efe914d19599b955.jpg,416,416,Fake,46,0,402,354
fake_3486_jpg.rf.d1b709696cc655d5fa0e5ca6a5296ea4.jpg,416,416,Fake,93,44,335,310
real_2453_jpg.rf.d1bc132ce60cf32153a1c8b037659e69.jpg,416,416,Real,58,55,349,341
real_3129_jpg.rf.d1bafb973cbe0f5ff78862a87f05d1c8.jpg,416,416,Real,79,44,321,346
fake_2975_jpg.rf.d1c536301104b1942030da610b4d096f.jpg,416,416,Fake,25,6,324,349
fake_1586_jpg.rf.d1bbe65ea5faf5da95b7dc936a5c7679.jpg,416,416,Fake,42,0,345,326
fake_2492_jpg.rf.d1cfbbd4a7a16ba7c304a3bf1ee4ef1d.jpg,416,416,Fake,41,0,357,324
fake_1114-Kopya-10-_jpg.rf.d1d3ba51478d62f529678c6dee867fd1.jpg,416,416,Fake,95,0,328,296
fake_3615_jpg.rf.d1d5232ffbbb9a77e594bc167f1066f9.jpg,416,416,Fake,88,61,315,360
fake_2821_jpg.rf.d1da1a22df18cb03c0738d0f61330448.jpg,416,416,Fake,66,25,324,343
real_130_jpg.rf.d1dac7542d213053ab0f940289036012.jpg,416,416,Real,90,91,319,298
fake_1114-Kopya-10-_jpg.rf.d1e263bd616de747bb7b60c18f50536a.jpg,416,416,Fake,61,4,342,279
fake_3724_jpg.rf.d1eb043c8989271693876494348c3a21.jpg,416,416,Fake,90,56,313,337
fake_430_jpg.rf.d1e9239ed5bc364d3e71ccbf764c172a.jpg,416,416,Fake,83,13,351,343
real_1876_jpg.rf.d1eab620a053e3be880313bd609046e6.jpg,416,416,Real,82,42,356,372
fake_1233_jpg.rf.d1d257ecfd8f2a498382ea2fd525ba2c.jpg,416,416,Fake,68,0,329,362
real_2140_jpg.rf.d1f000b9b9d7f5aed95f5dc127421bc9.jpg,416,416,Real,78,39,351,333
fake_3436_jpg.rf.d1ecd253de09275e593e2485c80bdbbc.jpg,416,416,Fake,88,46,309,334
real_2551_jpg.rf.d1f6b3d06b1cff1de89e8d8cb34742f3.jpg,416,416,Real,107,72,316,342
fake_3193_jpg.rf.d1f91271a3bcec06f8bb956edad63b89.jpg,416,416,Fake,88,26,336,317
fake_2605_jpg.rf.d1fdc1261348798c3fc499b8c94440c9.jpg,416,416,Fake,22,0,347,329
fake_3601_jpg.rf.d1fe37c79df73ef927b5627c7341fb16.jpg,416,416,Fake,73,79,320,329
fake_3636_jpg.rf.d1fc7920cfd406aaf2e1c6d03fe1fe58.jpg,416,416,Fake,86,35,330,333
fake_1722_jpg.rf.d207b39f2d3f270b68646d60e0a249bd.jpg,416,416,Fake,29,0,372,334
fake_2245_jpg.rf.d1facdff9ce038956d2b36ea68799d41.jpg,416,416,Fake,67,0,342,317
real_1504_jpg.rf.d2068783196707757871864f45c5aa5a.jpg,416,416,Real,72,18,320,312
fake_937_jpg.rf.d21590750507f07861e435aec37a27a5.jpg,416,416,Fake,79,9,356,335
fake_2564_jpg.rf.d226f07832b7076f0618c016a8cb5882.jpg,416,416,Fake,63,0,369,339
fake_146_jpg.rf.d224373f12b4923160fda9a943228f8b.jpg,416,416,Fake,0,0,367,369
real_1547_jpg.rf.d223c7f5a75c01a8edd1539212d8d417.jpg,416,416,Real,125,85,325,334
fake_3076_jpg.rf.d2388686fcf7670195cdecd33c237995.jpg,416,416,Fake,125,66,380,295
real_2118_jpg.rf.d22c2b76d2533badfc45a5b67e8711b3.jpg,416,416,Real,120,113,302,358
real_3234_jpg.rf.d22cd30093711cfc521dd0457a7cf338.jpg,416,416,Real,59,61,333,325
real_306_jpg.rf.d230200306423719b35604d1af3439c5.jpg,416,416,Real,117,45,301,304
fake_952_jpg.rf.d24785cc3e8869ed8101612347df90aa.jpg,416,416,Fake,51,0,361,372
fake_1680_jpg.rf.d2444f0ac262ea9429e96abe0a87df0b.jpg,416,416,Fake,60,2,335,336
fake_2211_jpg.rf.d248cfb2cfe2122f431de8bc5f74b893.jpg,416,416,Fake,35,0,355,348
real_3520_jpg.rf.d24dd0c10aa5e51a2d21909aa4e55924.jpg,416,416,Real,111,59,341,319
fake_1015-Kopya-10-_jpg.rf.d25172f4faa268d0770671791c2c65cc.jpg,416,416,Fake,87,80,318,293
real_2277_jpg.rf.d2567ec2789454a200500a2a7d443c86.jpg,416,416,Real,47,34,308,340
real_1725_jpg.rf.d258a62f597c1c4c8284acb52ad4b223.jpg,416,416,Real,116,65,285,301
fake_1467_jpg.rf.d26b3504150064847a9ad374a16c2ff8.jpg,416,416,Fake,46,0,363,340
fake_3338_jpg.rf.d24e06b757648aba78ea0e0f8d8bc526.jpg,416,416,Fake,138,54,360,318
real_1163_jpg.rf.d272c3d6219ef86491103908b662d897.jpg,416,416,Real,74,0,307,312
real_3078_jpg.rf.d26da2a885324211b5f155f46c8c0b69.jpg,416,416,Real,112,56,299,319
fake_1579_jpg.rf.d2776711faffa3bdb6961d5770b80841.jpg,416,416,Fake,58,5,327,328
fake_2543_jpg.rf.d27841b2e8ef83dd7f76152113a12ee1.jpg,416,416,Fake,83,6,339,319
real_985_jpg.rf.d27ab11da336645bd02baa28eeb857d3.jpg,416,416,Real,136,72,311,330
real_2553_jpg.rf.d272db25ae13de2386987cd571ef790d.jpg,416,416,Real,22,0,381,350
fake_374_jpg.rf.d27fd83e158cda89273ade3c3afb2356.jpg,416,416,Fake,74,16,327,332
real_2215_jpg.rf.d27efc4e4fce89883b57da9351dc25d0.jpg,416,416,Real,66,20,344,341
fake_24_jpg.rf.d280f75fcaa1711ac1eab5d29588ffc4.jpg,416,416,Fake,65,0,343,311
fake_2968_jpg.rf.d28756dc65824cdac9c42537d363d801.jpg,416,416,Fake,95,56,305,303
real_2689_jpg.rf.d28a276e6eb5126fbe85566ea8fd0ef3.jpg,416,416,Real,73,33,336,348
fake_1264_jpg.rf.d2932ea75a7e0aa901813328d3583643.jpg,416,416,Fake,68,0,340,340
fake_3614_jpg.rf.d29f64f774c6447b35270b6e6ddcdb6c.jpg,416,416,Fake,37,25,341,326
fake_3177_jpg.rf.d29e874a1666dbec1b9356e1d61f3ac2.jpg,416,416,Fake,82,50,296,326
fake_3011_jpg.rf.d2b58a9192058e019f4b947eded4f30f.jpg,416,416,Fake,78,17,323,327
fake_1200_jpg.rf.d2c0390645b3da2cb261c5c2b9d49c7a.jpg,416,416,Fake,68,0,334,342
real_3554_jpg.rf.d2c7198c652dfc4e3ac00ba2794d727a.jpg,416,416,Real,88,47,319,316
fake_1915_jpg.rf.d2a6e225603eb9b93dcc87762953f599.jpg,416,416,Fake,17,0,375,333
real_1360_jpg.rf.d2c7eccc6f498f4d3c6abf54d973839a.jpg,416,416,Real,66,19,311,331
real_1596_jpg.rf.d2c807b4dbf9bdf52dbb148d6bcfcf6e.jpg,416,416,Real,114,74,343,326
real_3097_jpg.rf.d2c4463cecda289aeb87ce9761421df4.jpg,416,416,Real,81,83,343,340
real_384_jpg.rf.d2cb38ca81e12f7b2e6b7d2513d2b10d.jpg,416,416,Real,83,66,331,366
fake_406_jpg.rf.d2d0dc5593ec88ce149c2d425d26d532.jpg,416,416,Fake,94,36,313,320
fake_3110_jpg.rf.d2cca30954f36ff804b94b5568f410ba.jpg,416,416,Fake,110,52,306,327
real_2932_jpg.rf.d2d348fe2b646921ba7bb750c1f9277f.jpg,416,416,Real,68,4,343,337
real_2114_jpg.rf.d2d061eddbcb28f3e66ef525093d59d3.jpg,416,416,Real,62,0,350,323
real_3149_jpg.rf.d2cd3b3a7c9b33e917a7c76c01c34191.jpg,416,416,Real,207,219,333,416
real_2224_jpg.rf.d2d5b73449816ba1afb9849042e0eb70.jpg,416,416,Real,99,73,320,359
fake_858_jpg.rf.d2d3ab0224f2e5c519aaffeb062fef31.jpg,416,416,Fake,65,0,361,339
real_2079_jpg.rf.d2d5eede342382ddae4c2cf760b377b7.jpg,416,416,Real,91,12,381,313
real_190_jpg.rf.d2e10cacb3a4075511657d41c57f35cc.jpg,416,416,Real,78,59,347,330
real_2960_jpg.rf.d2e7d602c0e214c71ef4b8bf01a8af43.jpg,416,416,Real,97,82,315,298
fake_3768_jpg.rf.d2dd83bb3add657f26c1386166fb289f.jpg,416,416,Fake,94,18,357,313
real_2713_jpg.rf.d2e21b50bf4f070eeee2fa6aa6eb9092.jpg,416,416,Real,40,0,359,328
real_818_jpg.rf.d2f9b65e1ddc2feb968128bd76a1a1e6.jpg,416,416,Real,54,31,346,342
fake_719_jpg.rf.d2f16ebc44111303806d11b24d5f200d.jpg,416,416,Fake,70,0,329,328
real_2451_jpg.rf.d2efa3f37121ce3e453749bf592be318.jpg,416,416,Real,79,40,286,283
real_2755_jpg.rf.d2fa84556417d56389ff2d9cfbeafe63.jpg,416,416,Real,68,20,357,316
fake_2663_jpg.rf.d2f2de8c53ac6730ebf66a9c6844f110.jpg,416,416,Fake,0,0,376,340
fake_178_jpg.rf.d2fb140859197de6a3873a541f65311a.jpg,416,416,Fake,88,0,354,352
fake_2607_jpg.rf.d30624edea85b642c9db5cbd376ac2fe.jpg,416,416,Fake,10,0,344,331
real_987_jpg.rf.d302200988b58867780eecb831154b43.jpg,416,416,Real,0,13,272,351
fake_2084_jpg.rf.d30212add4a0c219cc17b552a3b8199f.jpg,416,416,Fake,56,0,335,322
fake_2322_jpg.rf.d307a93f9e95aae19414ba43a03749ff.jpg,416,416,Fake,68,0,329,318
fake_581_jpg.rf.d308cb08028ae138dd384d057f83017b.jpg,416,416,Fake,73,0,320,330
real_2385_jpg.rf.d30cfc7a495c44ba314c1867c164a608.jpg,416,416,Real,90,55,337,335
fake_662_jpg.rf.d3146a5e7647eba85eb6a8d32497f33c.jpg,416,416,Fake,49,0,340,320
fake_1252_jpg.rf.d314ca6d3003578cc9051d09dd1dbb94.jpg,416,416,Fake,95,0,376,348
real_683_jpg.rf.d30de1e7265e5725c77435962e564b7f.jpg,416,416,Real,96,20,373,338
fake_962_jpg.rf.d31e8b93162c059b104c84d3eaf7c713.jpg,416,416,Fake,103,14,331,338
fake_864_jpg.rf.d32d27fbc4d162720ebd5d8203bae6ef.jpg,416,416,Fake,76,20,334,313
fake_1360_jpg.rf.d3323c28c0ab9922875d60951d9cc893.jpg,416,416,Fake,46,0,379,332
real_2588_jpg.rf.d3425a9e88ac9f4d228fb093478591b8.jpg,416,416,Real,157,74,291,293
real_3672_jpg.rf.d31ede2d7d8cafb80d93b98d22c41b66.jpg,416,416,Real,95,76,332,335
real_1170_jpg.rf.d33f512211cc02148ca8169b5894e659.jpg,416,416,Real,73,0,357,321
real_2263_jpg.rf.d348df255d031f9b42c634b175a86a36.jpg,416,416,Real,107,17,304,326
fake_577_jpg.rf.d344930a4b18eb9911f76fe286d9615b.jpg,416,416,Fake,50,1,326,363
fake_1689_jpg.rf.d34ee3f4dce8acdb14699fa88e6e842f.jpg,416,416,Fake,50,0,384,358
real_987_jpg.rf.d3517f9f523bf08764223d7f1d6f12f8.jpg,416,416,Real,0,31,257,348
real_3538_jpg.rf.d34c649a2805c4f569d86ad19e31de9d.jpg,416,416,Real,103,32,302,293
fake_3638_jpg.rf.d3532d187da68ef897912adbe2c145dc.jpg,416,416,Fake,94,59,293,317
fake_2531_jpg.rf.d35c8c208071d49614ae7f456b7f18fe.jpg,416,416,Fake,38,0,364,376
real_2226_jpg.rf.d36227d8789543c3d19f4e75ffe1002d.jpg,416,416,Real,91,60,335,360
fake_329_jpg.rf.d35f0830d0274e49f9b9eb86eb00b940.jpg,416,416,Fake,126,66,324,326
fake_3147_jpg.rf.d366af0a3576f7a39b36886fbf822df3.jpg,416,416,Fake,77,27,344,348
fake_2219_jpg.rf.d3524c397c6d750c6913553ba0a7543e.jpg,416,416,Fake,79,54,345,329
fake_1072_jpg.rf.d366f981091135828fa0d1ec6f0900c1.jpg,416,416,Fake,26,0,326,326
